,,symbol,companyName,primaryExchange,calculationPrice,open,openTime,openSource,close,closeTime,closeSource,high,highTime,highSource,low,lowTime,lowSource,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,iexRealtimePrice,iexRealtimeSize,iexLastUpdated,delayedPrice,delayedPriceTime,oddLotDelayedPrice,oddLotDelayedPriceTime,extendedPrice,extendedChange,extendedChangePercent,extendedPriceTime,previousClose,previousVolume,change,changePercent,volume,iexMarketPercent,iexVolume,avgTotalVolume,iexBidPrice,iexBidSize,iexAskPrice,iexAskSize,iexOpen,iexOpenTime,iexClose,iexCloseTime,marketCap,peRatio,week52High,week52Low,ytdChange,lastTradeTime,isUSMarketOpen
MRIN,quote,MRIN,Marin Software Inc,NASDAQ/NMS (GLOBAL MARKET),close,,,official,,,official,,,,,,,1.71,Close,"June 23, 2021",1624478400911,26214566,2.95,100,1624541176623,,,1.67,1624478397915,,,,,1.68,1433348,0.03,0.01786,0,0.004847915468064587,127086,1116343,2.92,600,2.94,200,1.99,1624480265652,2.95,1624541176623,18754131,,5.7,1.14,-0.1356053465346535,1624478397915,False
